StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
0.011711,1,0,0,0,0.935008,0.344828,0,0.75,1,0,0,0,0.713701,2
0.012129,1,0,0,0.5,0.183738,0.689655,0,0.75,1,0,0,0,0.37986,4
0.012547,0,0,0.666667,0.5,0.253004,0.413793,1,0,0,1,0,0,0.43178,4
0.012965,0,0,0,0.75,0.407051,0.586207,0,1,0,0,0,1,0.461884,4
0.013384,1,0,0,0.75,0.383552,0.862069,0,0.25,0,1,0,0,0.096154,4
0.013802,0.333333,0,1,0.75,0.795523,0.724138,0,0,1,1,0,0,0.237352,4
0.01422,0.333333,0,0,0.75,0.456788,0.931034,1,0.5,1,1,0,0,0.28524,4
0.014638,0,0,1,0.25,0.170912,0.793103,0,0.25,0,0,0,0,0.065368,4
0.015056,1,0,0,0.25,0.267464,0.896552,1,0.25,0,0,0,0,0.054571,4
0.015475,0,0,0.666667,0.25,0.509646,0.724138,1,0.25,0,1,0,0,0.266941,4
0.015893,0,1,0.333333,0.25,0.147571,0.103448,1,0.25,1,1,0,0,0.754726,1
0.016311,0.666667,1,0.666667,0.25,0.612306,0.724138,1,0.75,1,1,0,0,0.381717,4
0.016729,0.666667,1,1,0.5,0.566345,0.793103,1,0.25,0,0,0,0,0.264572,4
0.017148,0.666667,0,0,0.25,0.715471,0.241379,0,0.5,0,0,0,0,0.656282,2
0.017566,0.333333,1,1,0.5,0.93873,0.413793,1,1,0,0,0,0,0.702189,2
0.017984,1,1,0,0.25,0.91325,0.310345,0,0.5,0,1,0,0,0.722223,2
0.018402,1,1,0,0.25,0.94711,0.034483,1,0.75,1,1,0,0,1,0
0.018821,1,0,0,0.5,0.244944,0.241379,0,1,0,0,1,0,0.628825,2
0.019239,1,0,0.333333,0.5,0.131664,0.172414,0,0.25,1,0,0,0,0.640941,2
0.019657,0.666667,0,0,0.5,0.302571,0.517241,0,0.5,0,0,0,0,0.425903,4
0.020075,0.333333,0,0.333333,0.5,0.896061,0.586207,0,0.75,0,0,1,0,0.524971,3
0.020494,0.333333,1,0.333333,0.25,0.973118,0.551724,0,1,1,0,0,0,0.615262,3
0.020912,0.666667,1,0.666667,0.5,0.86026,0.172414,0,0.75,0,0,0,0,0.733869,2
0.02133,0.333333,1,0.666667,0,0.110091,0.413793,1,0.25,1,0,1,0,0.496595,4
0.021748,0.666667,1,0,0.25,0.948464,0.758621,0,1,0,0,1,0,0.392886,4
0.022166,1,0,0,0.5,0.423792,0.448276,0,0.25,0,1,0,0,0.416078,4
0.022585,0.666667,0,0,0,0.009268,1,1,0.5,1,1,0,0,0.189065,4
0.023003,1,0,0,0.25,0.442849,0.862069,0,0.5,0,1,0,0,0.200692,4
0.023421,1,1,0,1,0.046069,0.689655,0,0.5,0,1,1,0,0.335597,4
0.023839,0,0,0,1,0.54445,1,0,0.75,1,0,0,0,0.071643,4
0.024258,0.666667,0,0,0.25,0.33889,0.310345,1,0.75,0,1,0,0,0.65346,2
0.024676,0,1,1,0,0.473926,0.793103,0,0.75,0,1,0,0,0.232253,4
0.025094,0.666667,1,0.333333,0.25,0.613822,0.344828,0,0,1,0,1,0,0.47319,4
0.025512,0.666667,0,0,0.25,0.869747,0.413793,0,0.5,0,0,1,0,0.582815,3
0.025931,0,0,0.333333,0.75,0.66261,0.37931,0,0.75,0,1,0,0,0.55856,3
0.026349,0,0,0,0.25,0.434495,0.275862,0,0.5,0,1,0,0,0.596457,3
0.026767,0.666667,0,0,0.5,0.820317,0.103448,1,1,0,0,0,0,0.836839,1
0.027185,0.333333,0,0.333333,0.25,0.90657,0.206897,1,0.75,1,0,0,0,0.815464,1
0.027604,1,0,0,1,0.119845,0.793103,0,0.75,0,1,0,0,0.259906,4
0.028022,0,1,0,0.25,0.532492,0.965517,0,0,0,1,0,0,0.006955,4
0.02844,1,1,1,0.5,0.284786,0.724138,1,0.75,0,0,1,0,0.332491,4
0.028858,0.333333,1,0.666667,0.25,0.047062,0.034483,0,1,0,0,1,0,0.820979,1
0.029276,0.333333,0,0.333333,0.5,0.669262,0.206897,0,0.5,1,0,0,0,0.734364,2
0.029695,0.333333,1,0.333333,0.25,0.86371,0.965517,0,0.75,0,0,1,1,0.184717,4
0.030113,0,0,0.333333,0.25,0.163037,0.275862,0,0.5,1,1,0,0,0.6392,2
0.030531,0.333333,0,0,0.75,0.813295,0.137931,1,0.5,0,0,0,0,0.825232,1
0.030949,0,1,0,0.75,0.854324,0.482759,0,0.75,1,0,1,0,0.550171,3
0.031368,0.333333,0,0,0.75,0.915339,0.586207,0,0.75,0,1,0,0,0.463966,4
0.031786,1,0,0,0.5,0.265537,0.103448,0,0.75,0,0,0,0,0.6836,2
0.032204,1,1,0.333333,0.75,0.904939,0.62069,1,0.25,1,1,0,0,0.532934,3
0.032622,0.666667,1,0,0,0.320978,0.655172,0,0.25,0,0,0,0,0.244942,4
0.033041,1,1,1,0.25,0.55292,0.862069,0,0.75,0,1,0,0,0.248581,4
0.033459,0.666667,0,1,0.25,0.050513,0.206897,0,0.25,0,1,0,0,0.518675,3
0.033877,1,1,0.666667,0.5,0.043879,0.862069,0,0.5,0,0,0,0,0.125127,4
0.034295,0,1,0.333333,0.25,0.721148,0.241379,0,0,1,1,0,0,0.63311,2
0.034714,1,0,0.666667,0.25,0.444938,0.551724,0,0.25,0,1,0,0,0.365845,4
0.035132,0.666667,1,0,0.5,0.256534,0.413793,0,0.75,1,1,0,0,0.585709,3
0.03555,0.666667,1,0.666667,0.75,0.190579,0.793103,0,0.75,0,0,0,0,0.289712,4
0.035968,0.333333,1,0,0.25,0.670671,0.689655,1,0.25,1,0,1,1,0.380937,4
0.036386,0,0,0.666667,0.25,0.000349,0.931034,0,0.25,0,0,1,0,0,4
0.036805,1,0,0,0.25,0.806765,0.758621,0,0,1,0,1,0,0.264656,4
0.037223,0.333333,0,0.666667,0.25,0.079288,0.344828,0,0.5,0,0,1,1,0.557435,3
0.037641,1,0,1,0.25,0.191657,0.896552,0,0.25,0,0,0,1,0.048686,4
0.038059,1,1,0,0.5,0.386627,0,0,0.5,1,1,0,0,0.87673,0
0.038478,0.333333,0,0,0.5,0.485363,0.034483,1,0.75,0,0,0,0,0.888072,0
0.038896,0.333333,0,1,0.5,0.35535,0.551724,1,0.75,0,1,0,0,0.559623,3
0.039314,0.333333,1,0,0.25,0.321028,0.137931,0,0.25,1,1,0,0,0.677118,2
0.039732,0.333333,1,0.666667,0.75,0.964971,1,0,0.75,0,0,0,1,0.183227,4
0.040151,0.333333,1,0.333333,0.25,0.642264,1,0,1,0,0,1,0,0.241371,4
0.040569,1,0,0,0.5,0.023407,0.172414,0,0.5,0,1,0,0,0.638808,2
0.040987,0.333333,0,0,0.75,0.430617,0.862069,0,0.5,1,0,1,1,0.186081,4
0.041405,0,0,0,0.25,0.875962,0.827586,0,0.5,0,0,0,0,0.180514,4
0.041824,0.666667,1,0.666667,0.25,0.30175,0.793103,1,0.25,1,1,0,1,0.317807,4
0.042242,0.333333,1,0,0.75,0.094612,0.206897,0,0.75,1,0,1,1,0.631536,2
0.04266,0.333333,0,0.333333,0.25,0.759204,0.931034,0,0.75,1,1,0,0,0.235604,4
0.043078,1,1,0,0.5,0.606658,0.689655,1,0.5,0,1,0,0,0.37891,4
0.043496,0.333333,1,0.333333,0,0.570915,1,0,0.75,1,0,0,0,0.162068,4
0.043915,0.333333,1,0.666667,0.5,0.053585,0.482759,0,0.75,0,1,1,1,0.512213,3
0.044333,0.333333,0,1,0.25,0.140608,0.62069,0,0,1,0,0,1,0.210574,4
0.044751,1,1,0,0,0.623212,0.517241,0,0.25,0,1,0,0,0.366047,4
0.045169,0.333333,1,0.666667,0.5,0.20801,0.827586,1,0.75,1,1,0,0,0.371987,4
0.045588,0.666667,0,0.666667,0.25,0.504597,0.413793,1,1,0,0,0,0,0.646891,2
0.046006,1,0,0.333333,0.25,0.545455,0.137931,1,0.75,0,0,0,0,0.805202,1
0.046424,0.666667,1,1,0,0.28378,0.068966,1,1,0,0,1,0,0.88629,0
0.046842,1,1,0,0.25,0.949462,0.068966,0,0.5,0,0,0,0,0.7724,1
0.047261,0.333333,0,0,0.25,0.84338,0.62069,1,0.25,0,1,1,0,0.479989,4
0.047679,0.666667,0,0.666667,0,0.723151,0.448276,1,0.5,0,0,0,0,0.549648,3
0.048097,1,1,0,0.75,0.078031,0.517241,0,0,0,0,0,1,0.219553,4
0.048515,0,1,0.666667,0,0.106199,0.724138,0,0.75,1,0,1,0,0.335092,4
0.048934,0.333333,1,0.666667,0.5,0.493295,0.551724,0,1,0,0,0,0,0.454878,4
0.049352,1,1,0,0.25,0.160845,0.896552,0,0.75,0,1,0,0,0.154838,4
0.04977,0,0,0.666667,0.25,0.979337,0.103448,0,0.5,1,0,1,1,0.904865,0
0.050188,1,1,0,0.75,0.15865,0.413793,1,0.25,1,1,0,0,0.543726,3
0.050606,0,1,0.333333,0.25,0.487975,0.241379,1,0.25,0,1,1,0,0.743602,2
0.051025,0.333333,0,0.333333,1,0.364487,0.62069,0,0.5,0,0,0,0,0.245184,4
0.051443,0.666667,1,1,0.25,0.640068,0.137931,0,0.75,0,0,0,0,0.775418,1
0.051861,0,0,0,0.5,0.129132,0.034483,1,0.5,1,0,1,0,0.874564,1
0.052279,1,1,0,0.5,0.430758,0.482759,0,1,1,0,0,0,0.647638,2
0.052698,0.333333,1,0.333333,0.75,0.274968,0.034483,0,0.75,1,0,0,0,0.883751,0
0.053116,0,0,0.666667,0.5,0.888719,0.344828,1,0.25,0,1,0,0,0.70498,2
0.053534,1,0,0.333333,0.5,0.040579,0.413793,1,0.25,1,1,0,0,0.504149,3
0.053952,1,1,0,0.25,0.914725,0.758621,1,0.75,0,0,0,0,0.342796,4
0.054371,1,1,0,0.25,0.833899,0.310345,0,0.25,0,0,0,0,0.526199,3
0.054789,0,1,0,0.75,0.29786,0.068966,0,0.75,0,0,0,0,0.75761,1
0.055207,0,0,0.666667,0.25,0.790145,0.137931,1,0.5,0,1,0,0,0.895605,0
0.055625,0,1,0,0.25,0.031197,0.068966,0,0.25,1,0,0,0,0.606637,3
0.056043,0.666667,0,0,0.5,0.967924,0.172414,1,0.5,1,0,0,0,0.790359,1
0.056462,0,0,1,0.25,0.527147,0.413793,0,0.5,1,0,0,0,0.53066,3
0.05688,0,1,0,1,0.303577,0.310345,0,0.75,0,1,0,0,0.551215,3
0.057298,0,0,1,0.5,0.362947,0.62069,0,0,1,0,1,1,0.295747,4
0.057716,0.666667,1,0.333333,0.5,0.066429,0.241379,0,0.75,1,0,0,0,0.684699,2
0.058135,0,1,0.666667,0.75,0.990434,0.586207,1,0.75,0,0,0,0,0.559475,3
0.058553,1,1,0,0,0.039284,0.068966,0,0.75,1,0,0,0,0.78487,1
0.058971,0,1,0,0.25,0.655607,0.793103,1,0,1,1,0,0,0.261511,4
0.059389,1,1,0.666667,0.5,0.443192,0.793103,1,0.75,0,0,0,0,0.204115,4
0.059808,1,0,0.666667,0.25,0.949954,0.551724,0,0.5,1,0,1,0,0.508386,3
0.060226,1,0,0.666667,0.5,0.24623,0.241379,1,0.5,1,1,0,0,0.60802,3
0.060644,0.666667,1,0,0.75,0.532646,0.310345,0,0.75,1,0,0,0,0.664943,2
0.061062,0.666667,1,0.666667,0.5,0.482858,0.034483,1,0.5,1,0,0,1,0.897222,0
0.061481,0.666667,0,0.666667,0.25,0.703621,0.37931,0,0.75,0,1,0,0,0.578647,3
0.061899,0,0,0.333333,1,0.068036,0.758621,0,0.25,1,1,0,1,0.251806,4
0.062317,1,0,0.666667,0.5,0.193959,0.172414,0,0.75,1,0,0,0,0.720403,2
0.062735,0.666667,0,0.666667,0.5,0.214759,0.034483,0,0.25,0,1,1,0,0.701126,2
0.063153,0.666667,1,0.333333,0.25,0.738946,0.689655,1,0.75,0,1,0,0,0.44073,4
0.063572,0,1,0,0.75,0.189303,0.758621,0,1,1,0,0,1,0.279978,4
0.06399,0.666667,0,0,0.5,0.574098,0.793103,0,0.5,0,0,0,0,0.257664,4
0.064408,0,1,0,0.5,0.215438,0.068966,0,0.5,1,0,0,0,0.768905,1
0.064826,0.333333,0,0,0.75,0.862562,0.551724,1,0.75,1,1,0,0,0.657859,2
0.065245,0.666667,1,0,0.25,0.943216,0.965517,0,0,0,1,1,1,0.125767,4
0.065663,0.333333,0,0,0.5,0.519036,0.206897,0,0.5,0,0,0,0,0.696059,2
0.066081,0,1,0,0.75,0.352661,0.965517,0,0.5,0,0,0,0,0.061907,4
0.066499,1,0,0,0.25,0.234274,0.689655,0,0.75,0,0,0,1,0.297387,4
0.066918,0.666667,0,0.666667,0.5,0.049785,0.137931,1,0.75,1,0,0,1,0.843999,1
0.067336,0,1,1,0.75,0.268756,0.758621,1,0.75,0,0,0,0,0.323393,4
0.067754,1,0,0,0.5,0.654935,0,1,0.75,0,0,1,1,0.929647,0
0.068172,1,1,1,0.5,0.534177,0.241379,0,0.75,1,0,0,0,0.66764,2
0.068591,0.333333,1,0.333333,0.75,0.945074,0.37931,1,0.5,1,0,0,0,0.592412,3
0.069009,0,0,0,0.75,0.39668,0.448276,0,0.5,0,1,0,0,0.406122,4
0.069427,1,1,0,0.25,0.694608,0.517241,1,0.5,1,1,0,0,0.634369,2
0.069845,0.666667,1,0.333333,0,0.489832,0.310345,0,1,0,1,0,0,0.574604,3
0.070263,0.666667,1,0.666667,0.5,0.513113,0.482759,0,0.75,1,0,0,0,0.564951,3
0.070682,0.333333,1,0.666667,0.5,0.268029,0.689655,0,0.5,0,1,0,0,0.330336,4
0.0711,1,1,0,0.5,0.455421,0.793103,0,0.75,0,1,0,0,0.237494,4
0.071518,0,0,0,0.5,0.471273,0.862069,0,0.5,1,0,0,1,0.204697,4
0.071936,0.666667,1,0,0.25,0.707402,0.482759,1,0.75,0,0,0,0,0.584806,3
0.072355,1,1,0,0.5,0.941668,0.310345,0,0.5,0,1,0,0,0.670694,2
0.072773,1,1,0,0.25,0.329647,0.689655,1,0.25,1,0,0,0,0.385959,4
0.073191,0.333333,1,0,0.5,0.042196,0.931034,0,0.75,1,0,0,0,0.049225,4
0.073609,0.666667,1,0.666667,0.5,0.496813,0.206897,0,0.75,0,0,0,0,0.687153,2
0.074028,0.666667,0,1,0.25,0.545034,0.862069,1,0.5,1,0,1,0,0.276223,4
0.074446,0,1,0,0.25,0.168581,0.068966,0,0.5,1,0,0,0,0.63836,2
0.074864,0.666667,0,1,0.5,0.761286,0.034483,0,0.75,1,0,0,1,0.818558,1
0.075282,0,0,0,0.5,0.986008,0.172414,1,0.75,0,0,0,0,0.796515,1
0.075701,0.666667,0,0,0.25,0.946809,0.689655,0,0.75,1,0,0,0,0.430529,4
0.076119,0.333333,0,0,1,0.19728,0.275862,0,0.5,1,1,0,0,0.584512,3
0.076537,0.666667,1,0.333333,0.5,0.876317,0.310345,1,1,1,1,0,0,0.8185,1
0.076955,0,0,1,1,0.705251,0.103448,0,0.75,0,0,0,0,0.748376,2
0.077373,0,0,0.333333,0.5,0.454315,0.896552,1,0.75,1,0,0,0,0.224099,4
0.077792,0.333333,1,0,0.5,0.54118,0.068966,0,0.75,0,0,0,0,0.740264,2
0.07821,0.666667,1,0.333333,0.75,0.850524,0.275862,0,0.25,1,0,0,0,0.668588,2
0.078628,0.666667,1,0,0.5,0.480634,0.793103,0,0,1,1,0,0,0.304468,4
0.079046,0.333333,0,0.666667,0.5,0.373583,0.724138,1,0.75,0,0,0,0,0.341398,4
0.079465,0.666667,1,0.333333,0.25,0.493762,0.551724,0,0.5,0,0,0,1,0.380569,4
0.079883,0.666667,1,0,0.5,0.579743,0.448276,1,0.75,0,0,0,0,0.557851,3
0.080301,0,0,0.333333,0.25,0.189242,0.310345,0,0.5,1,0,0,0,0.533817,3
0.080719,0.666667,1,0.333333,0.25,0.90189,0.413793,0,0.5,0,0,0,0,0.563925,3
0.081138,0.666667,1,0,0,0.674909,0.37931,1,0.25,1,0,1,0,0.687786,2
0.081556,0.333333,1,0.333333,0,0.633944,0.896552,0,0.75,1,1,0,0,0.224409,4
0.081974,0.333333,1,0,1,0.099558,0,0,0.25,1,0,0,1,0.779339,1
0.082392,1,0,0.666667,0.25,0.604816,0.931034,0,0.75,1,0,1,0,0.321899,4
0.082811,0,1,0.666667,0.5,0.121047,0.724138,0,0.5,0,0,0,0,0.142763,4
0.083229,0.666667,1,0.666667,0.75,0.078735,0.965517,0,0.75,1,0,0,0,0.145339,4
0.083647,0.666667,0,0.333333,0.5,0.527864,0.62069,0,0.25,0,0,1,0,0.410866,4
0.084065,1,1,0.333333,0.25,0.403196,0.62069,0,0.25,0,0,0,0,0.308711,4
0.084483,0.666667,0,0,0.5,0.589434,0.172414,0,0.75,0,1,0,1,0.742023,2
0.084902,0,1,0.666667,0.5,0.089272,0.413793,0,0.5,1,0,0,0,0.502325,3
0.08532,1,0,0,0.5,0.431426,0.62069,0,0.25,1,0,0,0,0.286522,4
0.085738,0,0,0,0.5,0.174935,0.413793,1,1,0,0,0,0,0.548091,3
0.086156,1,0,0,1,0.988182,0.896552,1,0.25,1,0,0,0,0.236433,4
0.086575,1,0,0,0.5,0.561742,0.862069,0,0.5,1,0,0,0,0.141813,4
0.086993,0.333333,1,0.333333,0.25,0.688174,0.724138,0,0.25,0,0,0,0,0.242691,4
0.087411,0,0,0,0.5,0.325739,0.689655,1,0.5,1,0,1,1,0.414015,4
0.087829,0.666667,1,0.666667,0,0.094795,0.103448,0,0.5,0,0,1,0,0.709828,2
0.088248,0.666667,0,0,0.75,0.97694,0.793103,0,0.25,0,0,1,1,0.047455,4
0.088666,0,0,0,0.25,0.286535,0.034483,0,0.75,1,0,0,0,0.814574,1
0.089084,0.666667,0,0.333333,0.25,0.424242,0.482759,1,0.5,0,0,0,0,0.480014,4
0.089502,0.666667,1,0,0.75,0.650558,0.37931,0,0.75,0,0,0,0,0.505443,3
0.089921,0,0,0,0.5,0.024673,1,1,0.25,1,0,0,0,0.031483,4
0.090339,1,1,0.666667,0.25,0.811138,0.896552,1,0.5,1,0,0,0,0.321753,4
0.090757,0,1,0,0.5,0.537142,0.206897,0,0,1,0,1,0,0.647857,2
0.091175,1,1,0.666667,0.75,0.278484,0.655172,1,0.75,0,0,0,0,0.365845,4
0.091593,0.666667,1,0,0.25,0.061626,0.586207,0,0.75,0,0,0,0,0.366387,4
0.092012,0.666667,1,0,0.75,0.162632,0.758621,0,0.75,1,1,0,1,0.427617,4
0.09243,0.666667,1,0.666667,0,0.89601,0.413793,0,0.5,0,1,0,1,0.572126,3
0.092848,0.333333,1,0,0.5,0.68676,0.551724,0,0.75,0,0,1,0,0.490242,4
0.093266,1,1,0,0.75,0.250136,0.103448,0,0.75,0,0,0,0,0.655406,2
0.093685,0.333333,1,0,0.25,0.065623,0.827586,0,0,1,0,0,0,0.192079,4
0.094103,0.333333,0,0,0.5,0.691356,0.448276,0,0.25,0,0,1,0,0.451602,4
0.094521,0,0,0.666667,0.25,0.573013,0.655172,0,0.5,0,0,0,0,0.220467,4
0.094939,0.333333,0,0,0.5,0.404932,0.931034,0,0.75,0,1,0,0,0.204267,4
0.095358,0,0,0.666667,0.5,0.363977,0.413793,1,0,0,0,0,0,0.361533,4
0.095776,0,0,0.666667,0.5,0.217011,0.068966,0,0.75,0,1,0,0,0.834774,1
0.096194,0.333333,1,0,0.25,0.670328,0.862069,0,0.5,0,0,0,0,0.204906,4
0.096612,1,1,1,0.25,0.971731,0.862069,0,0.5,0,0,0,0,0.169204,4
0.097031,1,1,0,0,0.175864,0.586207,0,0.25,0,1,0,1,0.347386,4
0.097449,1,1,1,0.25,0.59775,0.448276,0,0.5,0,1,0,1,0.497877,4
0.097867,1,1,0,0.5,0.42462,0.482759,0,0,0,1,0,0,0.409967,4
0.098285,1,1,0.333333,0.75,0.447149,0.068966,0,0,0,1,0,0,0.627936,2
0.098703,0.333333,1,0,0.5,0.254387,0,0,0.75,0,0,1,0,0.74598,2
0.099122,0.333333,0,0,0.5,0.82603,0.862069,1,0.5,0,0,1,0,0.314664,4
0.09954,0.666667,0,0.333333,1,0.48576,0.793103,1,0.5,0,0,0,0,0.354482,4
0.099958,1,0,0.666667,0.5,0.543978,0.551724,0,0.25,1,0,1,0,0.399254,4
0.100376,0.333333,0,0,0.75,0.305058,0.068966,1,0.5,0,1,0,0,0.772175,1
0.100795,0.666667,1,0,0.5,0.181965,0.448276,0,0,1,1,0,0,0.410335,4
0.101213,1,1,0.666667,0.25,0.085956,0.068966,0,0.5,0,1,0,0,0.646718,2
0.101631,0,1,0.333333,0,0.714887,0.413793,1,0.5,0,0,0,0,0.597258,3
0.102049,0.666667,0,1,0.5,0.196407,0.482759,0,0.5,1,0,0,0,0.474537,4
0.102468,0.333333,1,0.666667,0.25,0.690816,0.586207,0,1,0,1,0,0,0.527622,3
0.102886,0,1,1,0.25,0.390772,0.448276,0,0.5,0,0,0,0,0.425068,4
0.103304,0,1,0.666667,0.5,0.4162,0.689655,0,0.5,1,0,0,0,0.261125,4
0.103722,0,0,0,0.5,0.469664,0.862069,0,0.5,0,1,0,0,0.298542,4
0.104141,0.666667,1,0,0.5,0.368078,0.068966,0,0.25,0,0,1,0,0.662284,2
0.104559,0.333333,0,0.666667,0.25,0.100683,0.62069,0,0.75,0,1,0,0,0.308535,4
0.104977,0,0,0.333333,0.25,0.309935,0.241379,0,0.5,1,0,0,0,0.531852,3
0.105395,1,0,0,0.5,0.664444,0.103448,1,0.25,1,0,0,0,0.728472,2
0.105813,0,0,0,1,0.666497,0.103448,0,0.75,0,0,0,1,0.779848,1
0.106232,0,1,1,0.5,0.2865,0.62069,1,0,0,0,0,0,0.259095,4
0.10665,0.666667,0,0.333333,0.75,0.460579,0.344828,0,1,1,0,0,1,0.600821,3
0.107068,0.666667,0,0,0.5,0.193617,0,1,0.75,0,0,0,0,0.789127,1
0.107486,0.333333,1,0,0.5,0.210561,0.241379,1,0.5,0,1,1,0,0.680868,2
0.107905,1,1,0,0.25,0.023021,0.482759,0,0.25,1,1,0,0,0.382738,4
0.108323,0.666667,0,0,0.5,0.897724,0,0,0.25,0,0,0,0,0.867145,1
0.108741,0,1,0,0.5,0.210896,0.206897,0,0.25,1,0,0,0,0.575508,3
0.109159,0.333333,0,0,0.5,0.227743,0.689655,1,0.25,1,0,0,0,0.316419,4
0.109578,0,0,0.666667,0.5,0.27987,0.655172,0,0.5,1,1,0,1,0.369901,4
0.109996,0,0,0,0.5,0.127502,0.655172,0,1,0,0,1,1,0.361269,4
0.110414,0.666667,0,0.666667,0.25,0.639945,0.793103,0,0.5,0,0,0,0,0.202358,4
0.110832,0.333333,1,0.666667,0.5,0.075176,0.344828,1,0.75,0,0,0,0,0.537558,3
0.111251,1,0,0,0.25,0.134304,0.896552,0,0.75,0,0,0,0,0.139786,4
0.111669,1,1,0.333333,0.75,0.645445,0.965517,0,0.75,0,0,0,0,0.145197,4
0.112087,0.666667,1,0,0.25,0.339998,0.448276,0,0,0,1,1,1,0.400522,4
0.112505,0.666667,1,0.666667,0,0.708709,0.724138,1,0.5,0,1,0,0,0.2507,4
0.112923,0.333333,1,0,0.5,0.558013,0.517241,0,0.75,0,0,0,0,0.415766,4
0.113342,1,0,0.333333,0.5,0.256263,0.448276,0,0.75,0,0,0,1,0.382887,4
0.11376,1,1,0.333333,0.5,0.651523,0.37931,0,1,0,0,0,0,0.551461,3
0.114178,1,0,0,0.25,0.116354,0.551724,0,0.75,0,0,0,1,0.288835,4
0.114596,0,1,0,0.5,0.536974,0.448276,1,0.25,0,0,0,0,0.53844,3
0.115015,1,1,0.333333,0.25,0.437598,0.310345,0,0.5,1,0,0,1,0.648197,2
0.115433,0,0,0.666667,0.75,0.268129,0.793103,0,0,1,1,0,0,0.228083,4
0.115851,0.333333,0,0,0.75,0.604646,0.965517,1,0.75,0,0,0,0,0.173908,4
0.116269,0,0,0.333333,0.5,0.872282,0.448276,1,0.5,0,0,0,0,0.534905,3
0.116688,0.333333,1,0,0.25,1,0.586207,0,0.75,0,0,0,0,0.387612,4
0.117106,1,1,0.666667,0.5,0.608408,0.724138,0,1,0,0,0,1,0.386884,4
0.117524,1,0,0,0,0.405118,0.275862,1,0.75,0,0,1,0,0.741637,2
0.117942,0.333333,0,0.666667,0.5,0.225413,0.551724,0,0.5,1,0,0,1,0.40842,4
0.118361,0.666667,0,0,0.25,0.257339,0.172414,1,0.25,0,0,0,0,0.583135,3
0.118779,0.333333,0,0,0.75,0.479953,0.241379,1,0.75,1,1,1,0,0.817566,1
0.119197,0.666667,1,0,0,0.367647,0.862069,0,0.25,0,0,0,0,0.086618,4
0.119615,0,0,0,0.5,0.914812,0.413793,1,0.25,0,0,0,0,0.473726,4
0.120033,0,0,0.333333,0.5,0.368666,0.586207,0,0.25,0,0,0,0,0.364186,4
0.120452,0,0,0,0.5,0.373821,0.137931,0,0.5,1,0,0,0,0.638431,2
